Title,Company Name,Location,Start Date,Duration,Stipend,Status,skills required,apply by,about the internship,who can apply,About the company,End Date
Market Research,Cyond,Hyderabad,2025-10-05,2 months,"₹ 6,000 /month",1 day ago,"Relevant domain knowledge, Communication, and Problem-Solving",2025-09-28,"As a Market Research, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with relevant domain knowledge and interest in the role may apply.,Cyond is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Campus Ambassador,Careers360,Work From Home,2025-10-05,2 months,Performance Based,1 day ago,"Relevant domain knowledge, Communication, and Problem-Solving",2025-09-28,"As a Campus Ambassador, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with relevant domain knowledge and interest in the role may apply.,Careers360 is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Sales,Cyond,Hyderabad,2025-10-05,2 months,"₹ 6,000 /month",1 day ago,"Sales, Negotiation, CRM Tools, Communication",2025-09-28,"As a Sales, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Cyond is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Business Development (Sales),The Astrology Academy Of India,Delhi,2025-10-05,2 months,"₹ 5,000 /month",1 day ago,"Lead Generation, Sales, Communication, CRM Tools",2025-09-28,"As a Business Development (Sales), you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,The Astrology Academy Of India is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Video Editing/Making,UniAcco,Mumbai,2025-10-05,2 months,"₹ 15,000-25,000 /month",1 day ago,"Video Editing, Premiere Pro, After Effects, Storytelling",2025-09-28,"As a Video Editing/Making, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with creative/design/content skills from any stream may apply.,UniAcco is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Client Servicing,Vivek Financial Focus Limited,Gurgaon,2025-10-05,2 months,"₹ 7,500-10,000 /month",1 day ago,"Relevant domain knowledge, Communication, and Problem-Solving",2025-09-28,"As a Client Servicing, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with relevant domain knowledge and interest in the role may apply.,Vivek Financial Focus Limited is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Content Writing,Digital Heroes,Lucknow,2025-10-05,2 months,"₹ 20,000 /month",1 day ago,"Creative Writing, SEO, Blogging, Editing",2025-09-28,"As a Content Writing, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with creative/design/content skills from any stream may apply.,Digital Heroes is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Dental Assistant (Female),Toothology Dental Clinic,"Bandra, Mumbai",2025-10-05,2 months,"₹ 2,000 /month",1 day ago,"Relevant domain knowledge, Communication, and Problem-Solving",2025-09-28,"As a Dental Assistant (Female), you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with relevant domain knowledge and interest in the role may apply.,Toothology Dental Clinic is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Supply Chain Management (SCM),Elemantra.in,Mumbai,2025-10-05,2 months,"₹ 20,000 /month",1 day ago,"Deep Learning, NLP, Python, Neural Networks",2025-09-28,"As a Supply Chain Management (SCM), you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Elemantra.in is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Database Building/Management,Digital Factorys,"Pune, Pimpri-Chinchwad",2025-10-05,2 months,"₹ 10,000 /month",1 day ago,"Figma, Wireframing, UX Research, Adobe XD",2025-09-28,"As a Database Building/Management, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Digital Factorys is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Social Media Marketing,Voila Joie,Gurgaon,2025-10-05,2 months,"₹ 10,000 /month",1 day ago,"Instagram Marketing, Analytics, Content Creation",2025-09-28,"As a Social Media Marketing, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Voila Joie is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
